symbol,date,long_shares,short_shares,close,equity,market_value,margin,unrealized_pnl
HPQ,2019-05-21,480,0,19.44,9331.2,9331.2,0.0,2116.8
INTC,2019-05-21,191,0,44.46,8491.86,8491.86,0.0,1508.9
GE,2019-05-21,36,0,62.2,2239.25,2239.25,0.0,-4619.11
AMD,2019-05-21,2099,0,27.35,57407.65,57407.65,0.0,33521.03
COHU,2019-05-21,1229,0,15.38,18902.02,18902.02,0.0,2027.85
MSFT,2019-05-21,111,0,126.9,14085.9,14085.9,0.0,7156.17
TXN,2019-05-21,95,0,107.0,10165.0,10165.0,0.0,3172.05
CGNX,2019-05-21,537,0,43.95,23601.15,23601.15,0.0,6438.63
IBM,2019-05-22,44,0,130.35,5735.56,5735.56,0.0,-1356.96
HPQ,2019-05-22,480,0,19.2,9216.0,9216.0,0.0,2001.6
INTC,2019-05-22,191,0,44.0,8404.0,8404.0,0.0,1421.04
GE,2019-05-22,36,0,61.83,2225.76,2225.76,0.0,-4632.6
AMD,2019-05-22,2099,0,27.41,57533.59,57533.59,0.0,33646.97
COHU,2019-05-22,1229,0,15.08,18533.32,18533.32,0.0,1659.15
MSFT,2019-05-22,111,0,127.67,14171.37,14171.37,0.0,7241.64
TXN,2019-05-22,95,0,106.78,10144.1,10144.1,0.0,3151.15
CGNX,2019-05-22,537,0,43.25,23225.25,23225.25,0.0,6062.73
IBM,2019-05-23,44,0,126.57,5568.99,5568.99,0.0,-1523.53
HPQ,2019-05-23,480,0,19.19,9211.2,9211.2,0.0,1996.8
INTC,2019-05-23,191,0,44.53,8505.23,8505.23,0.0,1522.27
GE,2019-05-23,36,0,59.7,2149.32,2149.32,0.0,-4709.04
AMD,2019-05-23,2099,0,26.36,55329.64,55329.64,0.0,31443.02
COHU,2019-05-23,1229,0,14.53,17857.37,17857.37,0.0,983.2
MSFT,2019-05-23,111,0,126.18,14005.98,14005.98,0.0,7076.25
TXN,2019-05-23,95,0,105.83,10053.85,10053.85,0.0,3060.9
CGNX,2019-05-23,537,0,42.44,22790.28,22790.28,0.0,5627.76
IBM,2019-05-24,44,0,126.46,5564.36,5564.36,0.0,-1528.16
HPQ,2019-05-24,480,0,20.03,9614.4,9614.4,0.0,2400.0
INTC,2019-05-24,191,0,44.57,8512.87,8512.87,0.0,1529.91
GE,2019-05-24,36,0,59.02,2124.59,2124.59,0.0,-4733.77
AMD,2019-05-24,2099,0,26.44,55497.56,55497.56,0.0,31610.94
COHU,2019-05-24,1229,0,14.71,18078.59,18078.59,0.0,1204.42
MSFT,2019-05-24,111,0,126.24,14012.64,14012.64,0.0,7082.91
TXN,2019-05-24,95,0,105.06,9980.7,9980.7,0.0,2987.75
CGNX,2019-05-24,537,0,42.4,22768.8,22768.8,0.0,5606.28
IBM,2019-05-28,44,0,124.72,5487.8,5487.8,0.0,-1604.72
HPQ,2019-05-28,480,0,19.66,9436.8,9436.8,0.0,2222.4
INTC,2019-05-28,191,0,43.57,8321.87,8321.87,0.0,1338.91
GE,2019-05-28,36,0,58.45,2104.36,2104.36,0.0,-4754.0
AMD,2019-05-28,2099,0,29.05,60975.95,60975.95,0.0,37089.33
COHU,2019-05-28,1229,0,14.87,18275.23,18275.23,0.0,1401.06
MSFT,2019-05-28,111,0,126.16,14003.76,14003.76,0.0,7074.03
TXN,2019-05-28,95,0,103.21,9804.95,9804.95,0.0,2812.0
CGNX,2019-05-28,537,0,41.99,22548.63,22548.63,0.0,5386.11
IBM,2019-05-29,44,0,123.99,5455.41,5455.41,0.0,-1637.11
HPQ,2019-05-29,480,0,19.0,9120.0,9120.0,0.0,1905.6
INTC,2019-05-29,191,0,44.23,8447.93,8447.93,0.0,1464.97
GE,2019-05-29,36,0,58.52,2106.6,2106.6,0.0,-4751.76
AMD,2019-05-29,2099,0,28.09,58960.91,58960.91,0.0,35074.29
COHU,2019-05-29,1229,0,14.58,17918.82,17918.82,0.0,1044.65
MSFT,2019-05-29,111,0,124.94,13868.34,13868.34,0.0,6938.61
TXN,2019-05-29,95,0,104.15,9894.25,9894.25,0.0,2901.3
CGNX,2019-05-29,537,0,41.69,22387.53,22387.53,0.0,5225.01
IBM,2019-05-30,44,0,123.87,5450.36,5450.36,0.0,-1642.16
HPQ,2019-05-30,480,0,19.14,9187.2,9187.2,0.0,1972.8
INTC,2019-05-30,191,0,44.73,8543.43,8543.43,0.0,1560.47
GE,2019-05-30,36,0,59.14,2129.09,2129.09,0.0,-4729.27
AMD,2019-05-30,2099,0,28.03,58834.97,58834.97,0.0,34948.35
COHU,2019-05-30,1229,0,14.6,17943.4,17943.4,0.0,1069.23
MSFT,2019-05-30,111,0,125.73,13956.03,13956.03,0.0,7026.3
TXN,2019-05-30,95,0,105.44,10016.8,10016.8,0.0,3023.85
CGNX,2019-05-30,537,0,41.75,22419.75,22419.75,0.0,5257.23
IBM,2019-05-31,44,0,121.41,5341.84,5341.84,0.0,-1750.68
HPQ,2019-05-31,480,0,18.68,8966.4,8966.4,0.0,1752.0
INTC,2019-05-31,191,0,44.04,8411.64,8411.64,0.0,1428.68
GE,2019-05-31,36,0,58.95,2122.34,2122.34,0.0,-4736.02
AMD,2019-05-31,2099,0,27.41,57533.59,57533.59,0.0,33646.97
COHU,2019-05-31,1229,0,14.55,17881.95,17881.95,0.0,1007.78
MSFT,2019-05-31,111,0,123.68,13728.48,13728.48,0.0,6798.75
TXN,2019-05-31,95,0,104.31,9909.45,9909.45,0.0,2916.5
CGNX,2019-05-31,537,0,40.6,21802.2,21802.2,0.0,4639.68
IBM,2019-06-03,44,0,122.63,5395.68,5395.68,0.0,-1696.84
HPQ,2019-06-03,480,0,18.66,8956.8,8956.8,0.0,1742.4
INTC,2019-06-03,191,0,43.46,8300.86,8300.86,0.0,1317.9
GE,2019-06-03,36,0,59.52,2142.58,2142.58,0.0,-4715.78
AMD,2019-06-03,2099,0,27.58,57890.42,57890.42,0.0,34003.8
COHU,2019-06-03,1229,0,14.72,18090.88,18090.88,0.0,1216.71
MSFT,2019-06-03,111,0,119.84,13302.24,13302.24,0.0,6372.51
TXN,2019-06-03,95,0,105.17,9991.15,9991.15,0.0,2998.2
CGNX,2019-06-03,537,0,40.75,21882.75,21882.75,0.0,4720.23
IBM,2019-06-04,44,0,126.85,5581.61,5581.61,0.0,-1510.91
HPQ,2019-06-04,480,0,19.39,9307.2,9307.2,0.0,2092.8
INTC,2019-06-04,191,0,44.79,8554.89,8554.89,0.0,1571.93
GE,2019-06-04,36,0,62.45,2248.24,2248.24,0.0,-4610.12
AMD,2019-06-04,2099,0,29.57,62067.43,62067.43,0.0,38180.81
COHU,2019-06-04,1229,0,15.49,19037.21,19037.21,0.0,2163.04
MSFT,2019-06-04,111,0,123.16,13670.76,13670.76,0.0,6741.03
TXN,2019-06-04,95,0,109.12,10366.4,10366.4,0.0,3373.45
CGNX,2019-06-04,537,0,42.59,22870.83,22870.83,0.0,5708.31
IBM,2019-06-05,44,0,125.71,5531.13,5531.13,0.0,-1561.39
HPQ,2019-06-05,480,0,19.56,9388.8,9388.8,0.0,2174.4
INTC,2019-06-05,191,0,44.55,8509.05,8509.05,0.0,1526.09
GE,2019-06-05,36,0,61.76,2223.51,2223.51,0.0,-4634.85
AMD,2019-06-05,2099,0,29.5,61920.5,61920.5,0.0,38033.88
COHU,2019-06-05,1229,0,15.76,19369.04,19369.04,0.0,2494.87
MSFT,2019-06-05,111,0,125.83,13967.13,13967.13,0.0,7037.4
TXN,2019-06-05,95,0,109.48,10400.6,10400.6,0.0,3407.65
CGNX,2019-06-05,537,0,42.79,22978.23,22978.23,0.0,5815.71
IBM,2019-06-06,44,0,126.41,5561.84,5561.84,0.0,-1530.68
HPQ,2019-06-06,480,0,19.66,9436.8,9436.8,0.0,2222.4
INTC,2019-06-06,191,0,45.1,8614.1,8614.1,0.0,1631.14
GE,2019-06-06,36,0,61.95,2230.26,2230.26,0.0,-4628.1
AMD,2019-06-06,2099,0,31.82,66790.18,66790.18,0.0,42903.56
COHU,2019-06-06,1229,0,16.28,20008.12,20008.12,0.0,3133.95
MSFT,2019-06-06,111,0,127.82,14188.02,14188.02,0.0,7258.29
TXN,2019-06-06,95,0,110.19,10468.05,10468.05,0.0,3475.1
CGNX,2019-06-06,537,0,43.16,23176.92,23176.92,0.0,6014.4
IBM,2019-06-07,44,0,127.45,5607.69,5607.69,0.0,-1484.83
HPQ,2019-06-07,480,0,19.71,9460.8,9460.8,0.0,2246.4
INTC,2019-06-07,191,0,46.03,8791.73,8791.73,0.0,1808.77
GE,2019-06-07,36,0,62.33,2243.75,2243.75,0.0,-4614.61
AMD,2019-06-07,2099,0,32.41,68028.59,68028.59,0.0,44141.97
COHU,2019-06-07,1229,0,16.51,20290.79,20290.79,0.0,3416.62
MSFT,2019-06-07,111,0,131.4,14585.4,14585.4,0.0,7655.67
TXN,2019-06-07,95,0,111.17,10561.15,10561.15,0.0,3568.2
CGNX,2019-06-07,537,0,44.33,23805.21,23805.21,0.0,6642.69
IBM,2019-06-10,44,0,128.81,5667.84,5667.84,0.0,-1424.68
HPQ,2019-06-10,480,0,19.88,9542.4,9542.4,0.0,2328.0
INTC,2019-06-10,191,0,46.8,8938.8,8938.8,0.0,1955.84
GE,2019-06-10,36,0,62.76,2259.48,2259.48,0.0,-4598.88
AMD,2019-06-10,2099,0,33.23,69749.77,69749.77,0.0,45863.15
COHU,2019-06-10,1229,0,17.3,21261.7,21261.7,0.0,4387.53
MSFT,2019-06-10,111,0,132.6,14718.6,14718.6,0.0,7788.87
TXN,2019-06-10,95,0,112.63,10699.85,10699.85,0.0,3706.9
CGNX,2019-06-10,537,0,45.56,24465.72,24465.72,0.0,7303.2
IBM,2019-06-11,44,0,129.97,5718.74,5718.74,0.0,-1373.78
HPQ,2019-06-11,480,0,19.86,9532.8,9532.8,0.0,2318.4
INTC,2019-06-11,191,0,46.85,8948.35,8948.35,0.0,1965.39
GE,2019-06-11,36,0,63.2,2275.22,2275.22,0.0,-4583.14
AMD,2019-06-11,2099,0,32.41,68028.59,68028.59,0.0,44141.97
COHU,2019-06-11,1229,0,16.68,20499.72,20499.72,0.0,3625.55
MSFT,2019-06-11,111,0,132.1,14663.1,14663.1,0.0,7733.37
TXN,2019-06-11,95,0,112.93,10728.35,10728.35,0.0,3735.4
CGNX,2019-06-11,537,0,45.47,24417.39,24417.39,0.0,7254.87
IBM,2019-06-12,44,0,128.94,5673.31,5673.31,0.0,-1419.21
HPQ,2019-06-12,480,0,19.92,9561.6,9561.6,0.0,2347.2
INTC,2019-06-12,191,0,46.32,8847.12,8847.12,0.0,1864.16
GE,2019-06-12,36,0,64.2,2311.19,2311.19,0.0,-4547.17
AMD,2019-06-12,2099,0,32.18,67545.82,67545.82,0.0,43659.2
COHU,2019-06-12,1229,0,16.3,20032.7,20032.7,0.0,3158.53
MSFT,2019-06-12,111,0,131.49,14595.39,14595.39,0.0,7665.66
TXN,2019-06-12,95,0,110.34,10482.3,10482.3,0.0,3489.35
CGNX,2019-06-12,537,0,44.7,24003.9,24003.9,0.0,6841.38
IBM,2019-06-13,44,0,129.79,5710.75,5710.75,0.0,-1381.77
HPQ,2019-06-13,480,0,19.99,9595.2,9595.2,0.0,2380.8
INTC,2019-06-13,191,0,46.7,8919.7,8919.7,0.0,1936.74
GE,2019-06-13,36,0,64.39,2317.94,2317.94,0.0,-4540.42
AMD,2019-06-13,2099,0,31.39,65887.61,65887.61,0.0,42000.99
COHU,2019-06-13,1229,0,16.46,20229.34,20229.34,0.0,3355.17
MSFT,2019-06-13,111,0,132.32,14687.52,14687.52,0.0,7757.79
TXN,2019-06-13,95,0,111.18,10562.1,10562.1,0.0,3569.15
CGNX,2019-06-13,537,0,44.97,24148.89,24148.89,0.0,6986.37
IBM,2019-06-14,44,0,129.21,5685.09,5685.09,0.0,-1407.43
HPQ,2019-06-14,480,0,19.91,9556.8,9556.8,0.0,2342.4
INTC,2019-06-14,191,0,46.19,8822.29,8822.29,0.0,1839.33
GE,2019-06-14,36,0,63.89,2299.95,2299.95,0.0,-4558.41
AMD,2019-06-14,2099,0,30.36,63725.64,63725.64,0.0,39839.02
COHU,2019-06-14,1229,0,15.69,19283.01,19283.01,0.0,2408.84
MSFT,2019-06-14,111,0,132.45,14701.95,14701.95,0.0,7772.22
TXN,2019-06-14,95,0,107.31,10194.45,10194.45,0.0,3201.5
CGNX,2019-06-14,537,0,43.69,23461.53,23461.53,0.0,6299.01
IBM,2019-06-17,44,0,129.02,5676.67,5676.67,0.0,-1415.85
HPQ,2019-06-17,480,0,19.9,9552.0,9552.0,0.0,2337.6
INTC,2019-06-17,191,0,46.13,8810.83,8810.83,0.0,1827.87
GE,2019-06-17,36,0,62.76,2259.48,2259.48,0.0,-4598.88
AMD,2019-06-17,2099,0,29.2,61290.8,61290.8,0.0,37404.18
COHU,2019-06-17,1229,0,15.75,19356.75,19356.75,0.0,2482.58
MSFT,2019-06-17,111,0,132.85,14746.35,14746.35,0.0,7816.62
TXN,2019-06-17,95,0,106.72,10138.4,10138.4,0.0,3145.45
CGNX,2019-06-17,537,0,43.53,23375.61,23375.61,0.0,6213.09
IBM,2019-06-18,44,0,130.38,5736.83,5736.83,0.0,-1355.69
HPQ,2019-06-18,480,0,20.52,9849.6,9849.6,0.0,2635.2
INTC,2019-06-18,191,0,47.37,9047.67,9047.67,0.0,2064.71
GE,2019-06-18,36,0,65.07,2342.67,2342.67,0.0,-4515.69
AMD,2019-06-18,2099,0,30.45,63914.55,63914.55,0.0,40027.93
COHU,2019-06-18,1229,0,16.1,19786.9,19786.9,0.0,2912.73
MSFT,2019-06-18,111,0,135.16,15002.76,15002.76,0.0,8073.03
TXN,2019-06-18,95,0,111.04,10548.8,10548.8,0.0,3555.85
CGNX,2019-06-18,537,0,44.84,24079.08,24079.08,0.0,6916.56
IBM,2019-06-19,44,0,131.05,5766.27,5766.27,0.0,-1326.25
HPQ,2019-06-19,480,0,20.63,9902.4,9902.4,0.0,2688.0
INTC,2019-06-19,191,0,47.07,8990.37,8990.37,0.0,2007.41
GE,2019-06-19,36,0,64.57,2324.68,2324.68,0.0,-4533.68
AMD,2019-06-19,2099,0,30.5,64019.5,64019.5,0.0,40132.88
COHU,2019-06-19,1229,0,15.78,19393.62,19393.62,0.0,2519.45
MSFT,2019-06-19,111,0,135.69,15061.59,15061.59,0.0,8131.86
TXN,2019-06-19,95,0,111.3,10573.5,10573.5,0.0,3580.55
CGNX,2019-06-19,537,0,45.75,24567.75,24567.75,0.0,7405.23
IBM,2019-06-20,44,0,132.74,5840.73,5840.73,0.0,-1251.79
HPQ,2019-06-20,480,0,20.86,10012.8,10012.8,0.0,2798.4
INTC,2019-06-20,191,0,47.19,9013.29,9013.29,0.0,2030.33
GE,2019-06-20,36,0,66.39,2389.88,2389.88,0.0,-4468.48
AMD,2019-06-20,2099,0,30.01,62990.99,62990.99,0.0,39104.37
COHU,2019-06-20,1229,0,15.84,19467.36,19467.36,0.0,2593.19
MSFT,2019-06-20,111,0,136.95,15201.45,15201.45,0.0,8271.72
TXN,2019-06-20,95,0,112.71,10707.45,10707.45,0.0,3714.5
CGNX,2019-06-20,537,0,47.01,25244.37,25244.37,0.0,8081.85
IBM,2019-06-21,44,0,133.08,5855.45,5855.45,0.0,-1237.07
HPQ,2019-06-21,480,0,20.7,9936.0,9936.0,0.0,2721.6
INTC,2019-06-21,191,0,47.46,9064.86,9064.86,0.0,2081.9
GE,2019-06-21,36,0,65.45,2356.16,2356.16,0.0,-4502.2
AMD,2019-06-21,2099,0,29.1,61080.9,61080.9,0.0,37194.28
COHU,2019-06-21,1229,0,15.76,19369.04,19369.04,0.0,2494.87
MSFT,2019-06-21,111,0,136.97,15203.67,15203.67,0.0,8273.94
TXN,2019-06-21,95,0,112.32,10670.4,10670.4,0.0,3677.45
CGNX,2019-06-21,537,0,46.41,24922.17,24922.17,0.0,7759.65
IBM,2019-06-24,44,0,133.22,5861.76,5861.76,0.0,-1230.76
HPQ,2019-06-24,480,0,20.66,9916.8,9916.8,0.0,2702.4
INTC,2019-06-24,191,0,47.63,9097.33,9097.33,0.0,2114.37
GE,2019-06-24,36,0,64.2,2311.19,2311.19,0.0,-4547.17
AMD,2019-06-24,2099,0,29.26,61416.74,61416.74,0.0,37530.12
COHU,2019-06-24,1229,0,15.33,18840.57,18840.57,0.0,1966.4
MSFT,2019-06-24,111,0,137.78,15293.58,15293.58,0.0,8363.85
TXN,2019-06-24,95,0,112.73,10709.35,10709.35,0.0,3716.4
CGNX,2019-06-24,537,0,46.25,24836.25,24836.25,0.0,7673.73
IBM,2019-06-25,44,0,132.28,5820.11,5820.11,0.0,-1272.41
HPQ,2019-06-25,480,0,20.6,9888.0,9888.0,0.0,2673.6
INTC,2019-06-25,191,0,46.85,8948.35,8948.35,0.0,1965.39
GE,2019-06-25,36,0,63.83,2297.7,2297.7,0.0,-4560.66
AMD,2019-06-25,2099,0,28.86,60577.14,60577.14,0.0,36690.52
COHU,2019-06-25,1229,0,15.04,18484.16,18484.16,0.0,1609.99
MSFT,2019-06-25,111,0,133.43,14810.73,14810.73,0.0,7881.0
TXN,2019-06-25,95,0,111.48,10590.6,10590.6,0.0,3597.65
CGNX,2019-06-25,537,0,46.16,24787.92,24787.92,0.0,7625.4
IBM,2019-06-26,44,0,132.43,5826.85,5826.85,0.0,-1265.67
HPQ,2019-06-26,480,0,20.79,9979.2,9979.2,0.0,2764.8
INTC,2019-06-26,191,0,48.19,9204.29,9204.29,0.0,2221.33
GE,2019-06-26,36,0,64.14,2308.95,2308.95,0.0,-4549.41
AMD,2019-06-26,2099,0,29.92,62802.08,62802.08,0.0,38915.46
COHU,2019-06-26,1229,0,15.18,18656.22,18656.22,0.0,1782.05
MSFT,2019-06-26,111,0,133.93,14866.23,14866.23,0.0,7936.5
TXN,2019-06-26,95,0,114.43,10870.85,10870.85,0.0,3877.9
CGNX,2019-06-26,537,0,46.99,25233.63,25233.63,0.0,8071.11
IBM,2019-06-27,44,0,132.43,5826.85,5826.85,0.0,-1265.67
HPQ,2019-06-27,480,0,20.74,9955.2,9955.2,0.0,2740.8
INTC,2019-06-27,191,0,47.46,9064.86,9064.86,0.0,2081.9
GE,2019-06-27,36,0,64.95,2338.17,2338.17,0.0,-4520.19
AMD,2019-06-27,2099,0,30.74,64523.26,64523.26,0.0,40636.64
COHU,2019-06-27,1229,0,15.62,19196.98,19196.98,0.0,2322.81
MSFT,2019-06-27,111,0,134.15,14890.65,14890.65,0.0,7960.92
TXN,2019-06-27,95,0,115.86,11006.7,11006.7,0.0,4013.75
CGNX,2019-06-27,537,0,47.31,25405.47,25405.47,0.0,8242.95
IBM,2019-06-28,44,0,131.84,5800.77,5800.77,0.0,-1291.75
HPQ,2019-06-28,480,0,20.79,9979.2,9979.2,0.0,2764.8
INTC,2019-06-28,191,0,47.87,9143.17,9143.17,0.0,2160.21
GE,2019-06-28,36,0,65.57,2360.66,2360.66,0.0,-4497.7
AMD,2019-06-28,2099,0,30.37,63746.63,63746.63,0.0,39860.01
COHU,2019-06-28,1229,0,15.43,18963.47,18963.47,0.0,2089.3
MSFT,2019-06-28,111,0,133.96,14869.56,14869.56,0.0,7939.83
TXN,2019-06-28,95,0,114.76,10902.2,10902.2,0.0,3909.25
CGNX,2019-06-28,537,0,47.98,25765.26,25765.26,0.0,8602.74
IBM,2019-07-01,44,0,133.73,5884.05,5884.05,0.0,-1208.47
HPQ,2019-07-01,480,0,20.99,10075.2,10075.2,0.0,2860.8
INTC,2019-07-01,191,0,48.05,9177.55,9177.55,0.0,2194.59
GE,2019-07-01,36,0,66.39,2389.88,2389.88,0.0,-4468.48
AMD,2019-07-01,2099,0,31.2,65488.8,65488.8,0.0,41602.18
COHU,2019-07-01,1229,0,15.98,19639.42,19639.42,0.0,2765.25
MSFT,2019-07-01,111,0,135.68,15060.48,15060.48,0.0,8130.75
TXN,2019-07-01,95,0,117.19,11133.05,11133.05,0.0,4140.1
CGNX,2019-07-01,537,0,47.75,25641.75,25641.75,0.0,8479.23
IBM,2019-07-02,44,0,134.05,5898.36,5898.36,0.0,-1194.16
HPQ,2019-07-02,480,0,21.06,10108.8,10108.8,0.0,2894.4
INTC,2019-07-02,191,0,48.12,9190.92,9190.92,0.0,2207.96
GE,2019-07-02,36,0,66.32,2387.63,2387.63,0.0,-4470.73
AMD,2019-07-02,2099,0,31.24,65572.76,65572.76,0.0,41686.14
COHU,2019-07-02,1229,0,15.69,19283.01,19283.01,0.0,2408.84
MSFT,2019-07-02,111,0,136.58,15160.38,15160.38,0.0,8230.65
TXN,2019-07-02,95,0,116.06,11025.7,11025.7,0.0,4032.75
CGNX,2019-07-02,537,0,45.62,24497.94,24497.94,0.0,7335.42
IBM,2019-07-03,44,0,135.32,5953.88,5953.88,0.0,-1138.64
HPQ,2019-07-03,480,0,21.16,10156.8,10156.8,0.0,2942.4
INTC,2019-07-03,191,0,48.52,9267.32,9267.32,0.0,2284.36
GE,2019-07-03,36,0,66.26,2385.39,2385.39,0.0,-4472.97
AMD,2019-07-03,2099,0,31.19,65467.81,65467.81,0.0,41581.19
COHU,2019-07-03,1229,0,15.6,19172.4,19172.4,0.0,2298.23
MSFT,2019-07-03,111,0,137.46,15258.06,15258.06,0.0,8328.33
TXN,2019-07-03,95,0,115.94,11014.3,11014.3,0.0,4021.35
CGNX,2019-07-03,537,0,45.81,24599.97,24599.97,0.0,7437.45
IBM,2019-07-05,44,0,135.16,5947.15,5947.15,0.0,-1145.37
HPQ,2019-07-05,480,0,21.16,10156.8,10156.8,0.0,2942.4
INTC,2019-07-05,191,0,48.08,9183.28,9183.28,0.0,2200.32
GE,2019-07-05,36,0,65.57,2360.66,2360.66,0.0,-4497.7
AMD,2019-07-05,2099,0,31.5,66118.5,66118.5,0.0,42231.88
COHU,2019-07-05,1229,0,15.29,18791.41,18791.41,0.0,1917.24
MSFT,2019-07-05,111,0,137.06,15213.66,15213.66,0.0,8283.93
TXN,2019-07-05,95,0,115.75,10996.25,10996.25,0.0,4003.3
CGNX,2019-07-05,537,0,44.44,23864.28,23864.28,0.0,6701.76
IBM,2019-07-08,44,0,134.39,5913.08,5913.08,0.0,-1179.44
HPQ,2019-07-08,480,0,20.74,9955.2,9955.2,0.0,2740.8
INTC,2019-07-08,191,0,47.82,9133.62,9133.62,0.0,2150.66
GE,2019-07-08,36,0,63.7,2293.21,2293.21,0.0,-4565.15
AMD,2019-07-08,2099,0,32.04,67251.96,67251.96,0.0,43365.34
COHU,2019-07-08,1229,0,15.06,18508.74,18508.74,0.0,1634.57
MSFT,2019-07-08,111,0,136.96,15202.56,15202.56,0.0,8272.83
TXN,2019-07-08,95,0,114.93,10918.35,10918.35,0.0,3925.4
CGNX,2019-07-08,537,0,42.73,22946.01,22946.01,0.0,5783.49
IBM,2019-07-09,44,0,133.2,5860.92,5860.92,0.0,-1231.6
HPQ,2019-07-09,480,0,20.63,9902.4,9902.4,0.0,2688.0
INTC,2019-07-09,191,0,47.75,9120.25,9120.25,0.0,2137.29
GE,2019-07-09,36,0,64.01,2304.45,2304.45,0.0,-4553.91
AMD,2019-07-09,2099,0,33.15,69581.85,69581.85,0.0,45695.23
COHU,2019-07-09,1229,0,14.55,17881.95,17881.95,0.0,1007.78
MSFT,2019-07-09,111,0,136.46,15147.06,15147.06,0.0,8217.33
TXN,2019-07-09,95,0,115.78,10999.1,10999.1,0.0,4006.15
CGNX,2019-07-09,537,0,43.08,23133.96,23133.96,0.0,5971.44
IBM,2019-07-10,44,0,134.29,5908.87,5908.87,0.0,-1183.65
HPQ,2019-07-10,480,0,20.59,9883.2,9883.2,0.0,2668.8
INTC,2019-07-10,191,0,48.21,9208.11,9208.11,0.0,2225.15
GE,2019-07-10,36,0,63.7,2293.21,2293.21,0.0,-4565.15
AMD,2019-07-10,2099,0,33.79,70925.21,70925.21,0.0,47038.59
COHU,2019-07-10,1229,0,14.22,17476.38,17476.38,0.0,602.21
MSFT,2019-07-10,111,0,137.85,15301.35,15301.35,0.0,8371.62
TXN,2019-07-10,95,0,116.64,11080.8,11080.8,0.0,4087.85
CGNX,2019-07-10,537,0,42.44,22790.28,22790.28,0.0,5627.76
IBM,2019-07-11,44,0,135.03,5941.26,5941.26,0.0,-1151.26
HPQ,2019-07-11,480,0,20.85,10008.0,10008.0,0.0,2793.6
INTC,2019-07-11,191,0,48.6,9282.6,9282.6,0.0,2299.64
GE,2019-07-11,36,0,63.14,2272.97,2272.97,0.0,-4585.39
AMD,2019-07-11,2099,0,33.06,69392.94,69392.94,0.0,45506.32
COHU,2019-07-11,1229,0,14.27,17537.83,17537.83,0.0,663.66
MSFT,2019-07-11,111,0,138.4,15362.4,15362.4,0.0,8432.67
TXN,2019-07-11,95,0,116.72,11088.4,11088.4,0.0,4095.45
CGNX,2019-07-11,537,0,41.94,22521.78,22521.78,0.0,5359.26
IBM,2019-07-12,44,0,136.46,6004.36,6004.36,0.0,-1088.16
HPQ,2019-07-12,480,0,21.23,10190.4,10190.4,0.0,2976.0
INTC,2019-07-12,191,0,49.92,9534.72,9534.72,0.0,2551.76
GE,2019-07-12,36,0,64.76,2331.43,2331.43,0.0,-4526.93
AMD,2019-07-12,2099,0,33.21,69707.79,69707.79,0.0,45821.17
COHU,2019-07-12,1229,0,14.58,17918.82,17918.82,0.0,1044.65
MSFT,2019-07-12,111,0,138.9,15417.9,15417.9,0.0,8488.17
TXN,2019-07-12,95,0,118.32,11240.4,11240.4,0.0,4247.45
CGNX,2019-07-12,537,0,42.42,22779.54,22779.54,0.0,5617.02
IBM,2019-07-15,44,0,137.02,6028.76,6028.76,0.0,-1063.76
HPQ,2019-07-15,480,0,21.35,10248.0,10248.0,0.0,3033.6
INTC,2019-07-15,191,0,50.12,9572.92,9572.92,0.0,2589.96
GE,2019-07-15,36,0,64.14,2308.95,2308.95,0.0,-4549.41
AMD,2019-07-15,2099,0,34.39,72184.61,72184.61,0.0,48297.99
COHU,2019-07-15,1229,0,14.43,17734.47,17734.47,0.0,860.3
MSFT,2019-07-15,111,0,138.9,15417.9,15417.9,0.0,8488.17
TXN,2019-07-15,95,0,119.84,11384.8,11384.8,0.0,4391.85
CGNX,2019-07-15,537,0,42.51,22827.87,22827.87,0.0,5665.35
IBM,2019-07-16,44,0,137.22,6037.59,6037.59,0.0,-1054.93
HPQ,2019-07-16,480,0,21.31,10228.8,10228.8,0.0,3014.4
INTC,2019-07-16,191,0,49.17,9391.47,9391.47,0.0,2408.51
GE,2019-07-16,36,0,64.82,2333.68,2333.68,0.0,-4524.68
AMD,2019-07-16,2099,0,33.85,71051.15,71051.15,0.0,47164.53
COHU,2019-07-16,1229,0,14.29,17562.41,17562.41,0.0,688.24
MSFT,2019-07-16,111,0,137.08,15215.88,15215.88,0.0,8286.15
TXN,2019-07-16,95,0,118.68,11274.6,11274.6,0.0,4281.65
CGNX,2019-07-16,537,0,43.03,23107.11,23107.11,0.0,5944.59
IBM,2019-07-17,44,0,136.78,6018.24,6018.24,0.0,-1074.28
HPQ,2019-07-17,480,0,21.18,10166.4,10166.4,0.0,2952.0
INTC,2019-07-17,191,0,49.39,9433.49,9433.49,0.0,2450.53
GE,2019-07-17,36,0,62.33,2243.75,2243.75,0.0,-4614.61
AMD,2019-07-17,2099,0,33.6,70526.4,70526.4,0.0,46639.78
COHU,2019-07-17,1229,0,14.39,17685.31,17685.31,0.0,811.14
MSFT,2019-07-17,111,0,136.27,15125.97,15125.97,0.0,8196.24
TXN,2019-07-17,95,0,117.18,11132.1,11132.1,0.0,4139.15
CGNX,2019-07-17,537,0,42.96,23069.52,23069.52,0.0,5907.0
IBM,2019-07-18,44,0,143.05,6294.19,6294.19,0.0,-798.33
HPQ,2019-07-18,480,0,21.38,10262.4,10262.4,0.0,3048.0
